chrom	start	end	length	name	mean.ratio
GL349623	828098	828147	50	Gr_g27.1_15	0.995977829543323
GL349623	828149	828198	50	Gr_g27.1_16	0.993695748033671
GL349623	828200	828241	42	Gr_g27.1_17	0.992156337248601
GL349623	828913	828981	69	Gr_g27.3	0.998854733239849
GL349623	829067	829116	50	Gr_g27.2_1	0.99893341691467
GL349623	829118	829156	39	Gr_g27.2_2	0.998879021536898
GL349623	831454	831504	51	Gr_g27.4	0.998633193675437
GL349623	837133	837183	51	PMT_233	0.995178691424457
GL349623	1890292	1890350	59	Control_g190.4_1	0.980798210732969
GL349623	1890352	1890401	50	Control_g190.4_2	0.98689845111043
GL349623	1890403	1890462	60	Control_g190.4_3	0.989962634332202
GL349623	1900540	1900590	51	Control_g190.1	0.998386830013775
GL349623	1900659	1900708	50	Control_g190.7_1	0.997369237375376
GL349623	1900710	1900759	50	Control_g190.7_2	0.99565458564223
GL349623	1900761	1900810	50	Control_g190.7_3	0.993477043073212
GL349623	1900812	1900861	50	Control_g190.7_4	0.990462857361339
GL349623	1900863	1900912	50	Control_g190.7_5	0.991500406735995
GL349623	1900914	1900963	50	Control_g190.7_6	0.991764356305843
GL349623	1902082	1902131	50	Control_g190.2_1	0.991907506505178
GL349623	1902133	1902182	50	Control_g190.2_2	0.994664783392161
GL349623	1902184	1902234	51	Control_g190.2_3	0.995350694429323
GL349624	959507	959556	50	Control_g177.4_1	0.99832388602564
GL349624	959558	959607	50	Control_g177.4_2	0.998274828612308
GL349624	959609	959658	50	Control_g177.4_3	0.998373922766785
GL349624	959660	959711	52	Control_g177.4_4	0.997488203885752
GL349624	990560	990611	52	Control_g177.5_1	0.998056581316815
GL349624	990613	990662	50	Control_g177.5_2	0.99794781539396
GL349624	990664	990713	50	Control_g177.5_3	0.997802022110467
GL349624	990715	990768	54	Control_g177.5_4	0.998197641249179
GL349624	992192	992241	50	Control_g177.3_1	0.998893739735397
GL349624	992243	992292	50	Control_g177.3_2	0.998802405113338
GL349624	992294	992327	34	Control_g177.3_3	0.998618280367253
GL349624	993877	993926	50	Control_g177.2_1	0.998867590343556
GL349624	993928	993977	50	Control_g177.2_2	0.99885377227652
GL349624	993979	994010	32	Control_g177.2_3	0.998794599793987
GL349624	1031457	1031506	50	Control_g177.6_1	0.994858109145839
GL349624	1031508	1031557	50	Control_g177.6_2	0.996522730191972
GL349624	1031559	1031608	50	Control_g177.6_3	0.997697413165462
GL349624	1031610	1031659	50	Control_g177.6_4	0.998490081398279
GL349624	1031661	1031697	37	Control_g177.6_5	0.998789411557537
GL349624	1034933	1035006	74	Control_g177.1	0.998814222004724
GL349624	1173655	1173714	60	Control_g204.13_1	0.997300208387884
GL349624	1173716	1173765	50	Control_g204.13_2	0.99827821074254
GL349624	1173767	1173828	62	Control_g204.13_3	0.998134476473603
GL349624	1174979	1175037	59	Control_g204.12_1	0.998844209031823
GL349624	1175039	1175088	50	Control_g204.12_2	0.998875623882529
GL349624	1175090	1175149	60	Control_g204.12_3	0.998683205330025
GL349624	1175248	1175297	50	Control_g204.15_1	0.99824825737344
GL349624	1175299	1175348	50	Control_g204.15_2	0.998543628112816
GL349624	1175350	1175399	50	Control_g204.15_3	0.998870040749446
GL349624	1175401	1175446	46	Control_g204.15_4	0.998673637829647
GL349624	1176392	1176440	49	Control_g204.1	0.99869285103438
GL349624	1176998	1177056	59	Control_g204.3	0.994851728636697
GL349624	1177161	1177212	52	Control_g204.9_1	0.997946498523057
GL349624	1177214	1177267	54	Control_g204.9_2	0.998472753094299
GL349624	1177351	1177409	59	Control_g204.11_1	0.998512184104769
GL349624	1177411	1177460	50	Control_g204.11_2	0.998544866167426
GL349624	1177462	1177521	60	Control_g204.11_3	0.998882921876025
GL349624	1178171	1178220	50	Control_g204.8_1	0.998582142803634
GL349624	1178222	1178269	48	Control_g204.8_2	0.998525414978014
GL349624	1178503	1178552	50	Control_g204.14_1	0.997002433757121
GL349624	1178554	1178603	50	Control_g204.14_2	0.998170170953868
GL349624	1178605	1178654	50	Control_g204.14_3	0.998301106685455
GL349624	1178656	1178683	28	Control_g204.14_4	0.99827667078679
GL349624	1178745	1178794	50	Control_g204.16_1	0.998570027204748
GL349624	1178796	1178845	50	Control_g204.16_2	0.998756095413374
GL349624	1178847	1178896	50	Control_g204.16_3	0.998832039389025
GL349624	1178898	1178947	50	Control_g204.16_4	0.998795058180808
GL349624	1178949	1178982	34	Control_g204.16_5	0.998697634267797
GL349624	1179064	1179113	50	Control_g204.5_1	0.998474670630728
GL349624	1179115	1179153	39	Control_g204.5_2	0.998540500714377
GL349624	1179227	1179280	54	Control_g204.10_1	0.998730558987582
GL349624	1179282	1179331	50	Control_g204.10_2	0.998785892760227
GL349624	1179333	1179388	56	Control_g204.10_3	0.998579945945561
GL349624	1180540	1180590	51	Control_g204.2	0.996978524290552
GL349624	1180851	1180900	50	Control_g204.7_1	0.998579515041091
GL349624	1180902	1180948	47	Control_g204.7_2	0.9987831471087
GL349624	1181378	1181438	61	Control_g204.4	0.994777096891309
GL349624	1184199	1184248	50	Control_g204.6_1	0.995485142538845
GL349624	1184250	1184293	44	Control_g204.6_2	0.994534542688793
GL349625	841514	841563	50	Control_g161.6_1	0.998019890166138
GL349625	841565	841614	50	Control_g161.6_2	0.998421175903665
GL349625	841616	841665	50	Control_g161.6_3	0.998443548546518
GL349625	841667	841716	50	Control_g161.6_4	0.998832999459091
GL349625	841718	841767	50	Control_g161.6_5	0.990159685990321
GL349625	841769	841818	50	Control_g161.6_6	0.979505738446607
GL349625	841820	841869	50	Control_g161.6_7	0.97960998453861
GL349625	841871	841920	50	Control_g161.6_8	0.985841554339353
GL349625	841922	841971	50	Control_g161.6_9	0.991944613239617
GL349625	841973	842021	49	Control_g161.6_10	0.992573527476697
GL349625	842435	842484	50	Control_g161.5_1	0.975655529048664
GL349625	842486	842535	50	Control_g161.5_2	0.982022966163949
GL349625	842537	842586	50	Control_g161.5_3	0.989200105339797
GL349625	842588	842637	50	Control_g161.5_4	0.992855701364178
GL349625	842639	842688	50	Control_g161.5_5	0.993690852379979
GL349625	842690	842718	29	Control_g161.5_6	0.996292832075719
GL349627	445761	445810	50	Gr_g36.1_1	0.995908278845303
GL349627	445812	445861	50	Gr_g36.1_2	0.996684609732521
GL349627	445863	445912	50	Gr_g36.1_3	0.998103021697315
GL349627	445914	445963	50	Gr_g36.1_4	0.998489240086607
GL349627	445965	446014	50	Gr_g36.1_5	0.998598816692629
GL349627	446016	446065	50	Gr_g36.1_6	0.998405791045823
GL349627	446067	446116	50	Gr_g36.1_7	0.997871495336459
GL349627	446118	446167	50	Gr_g36.1_8	0.997856211313771
GL349627	446169	446218	50	Gr_g36.1_9	0.998666437253511
GL349627	446220	446269	50	Gr_g36.1_10	0.998885580071546
GL349627	446271	446320	50	Gr_g36.1_11	0.998961825050566
GL349627	446322	446371	50	Gr_g36.1_12	0.998797492704061
GL349627	446373	446409	37	Gr_g36.1_13	0.998651368201139
GL349627	447636	447704	69	Gr_g36.5	0.998846859827086
GL349627	447961	448010	50	Gr_g36.4_1	0.994498731358553
GL349627	448012	448053	42	Gr_g36.4_2	0.99492273105298
GL349627	1759935	1759987	53	Control_g144.7_1	0.998814998677857
GL349627	1759989	1760038	50	Control_g144.7_2	0.999095539300957
GL349627	1760040	1760093	54	Control_g144.7_3	0.999128082653121
GL349627	1760150	1760207	58	Control_g144.8_1	0.998928028443278
GL349627	1760209	1760258	50	Control_g144.8_2	0.998687276731609
GL349627	1760260	1760319	60	Control_g144.8_3	0.998824956067012
GL349627	1760382	1760431	50	Control_g144.11_1	0.997706461486672
GL349627	1760433	1760482	50	Control_g144.11_2	0.99635226478622
GL349627	1760484	1760533	50	Control_g144.11_3	0.994619934658697
GL349627	1760535	1760583	49	Control_g144.11_4	0.994685775874482
GL349627	1760890	1760953	64	Control_g144.2	0.993391336886453
GL349627	1761019	1761078	60	Control_g144.9_1	0.998411896774085
GL349627	1761080	1761129	50	Control_g144.9_2	0.99878601340424
GL349627	1761131	1761192	62	Control_g144.9_3	0.998914445457826
GL349627	1761275	1761335	61	Control_g144.13_1	0.999073253248343
GL349627	1761337	1761386	50	Control_g144.13_2	0.998985075064954
GL349627	1761388	1761437	50	Control_g144.13_3	0.998872099315815
GL349627	1761439	1761501	63	Control_g144.13_4	0.998726623269284
GL349627	1761944	1762004	61	Control_g144.12_1	0.998799945645823
GL349627	1762006	1762055	50	Control_g144.12_2	0.998930704524686
GL349627	1762057	1762106	50	Control_g144.12_3	0.998644479561653
GL349627	1762108	1762170	63	Control_g144.12_4	0.99819580713649
GL349627	1762253	1762302	50	Control_g144.4_1	0.99885283709572
GL349627	1762304	1762353	50	Control_g144.4_2	0.998749803331159
GL349627	1762355	1762386	32	Control_g144.4_3	0.998568263649452
GL349627	1762463	1762512	50	Control_g144.5_1	0.998487447598767
GL349627	1762514	1762563	50	Control_g144.5_2	0.998376864855477
GL349627	1762565	1762602	38	Control_g144.5_3	0.998320997837692
GL349627	1763650	1763701	52	Control_g144.6_1	0.994948016181833
GL349627	1763703	1763752	50	Control_g144.6_2	0.99584502341596
GL349627	1763754	1763806	53	Control_g144.6_3	0.997257310273265
GL349627	1765822	1765871	50	Control_g144.10_1	0.995592925832881
GL349627	1765873	1765922	50	Control_g144.10_2	0.99653389079289
GL349627	1765924	1765973	50	Control_g144.10_3	0.997900606924242
GL349627	1765975	1766021	47	Control_g144.10_4	0.998240135111071
GL349627	1766077	1766140	64	Control_g144.1	0.997291824683262
GL349627	1766367	1766423	57	Control_g144.3_1	0.998864347250665
GL349627	1766425	1766482	58	Control_g144.3_2	0.998914242509788
GL349628	1340648	1340697	50	P450_g36.1_1	0.998337777212979
GL349628	1340699	1340748	50	P450_g36.1_2	0.998316322112022
GL349628	1340750	1340799	50	P450_g36.1_3	0.998256539253071
GL349628	1340801	1340850	50	P450_g36.1_4	0.998668935747045
GL349628	1340852	1340901	50	P450_g36.1_5	0.998759615227253
GL349628	1340903	1340952	50	P450_g36.1_6	0.998821305995294
GL349628	1340954	1341003	50	P450_g36.1_7	0.998717988013172
GL349628	1341005	1341054	50	P450_g36.1_8	0.998349852187933
GL349628	1341056	1341105	50	P450_g36.1_9	0.997989389832901
GL349628	1341107	1341156	50	P450_g36.1_10	0.998249869655227
GL349628	1341158	1341207	50	P450_g36.1_11	0.998490558701375
GL349628	1341209	1341258	50	P450_g36.1_12	0.99877682859621
GL349628	1341260	1341309	50	P450_g36.1_13	0.998686141914162
GL349628	1341311	1341360	50	P450_g36.1_14	0.998477069590215
GL349628	1341362	1341411	50	P450_g36.1_15	0.998606821804077
GL349628	1341413	1341462	50	P450_g36.1_16	0.998723773017929
GL349628	1341464	1341513	50	P450_g36.1_17	0.998640618123063
GL349628	1341515	1341542	28	P450_g36.1_18	0.998580363908033
GL349628	1342540	1342599	60	P450_g36.3_1	0.998195243547207
GL349628	1342601	1342650	50	P450_g36.3_2	0.998307258547454
GL349628	1342652	1342701	50	P450_g36.3_3	0.998607830075366
GL349628	1342703	1342764	62	P450_g36.3_4	0.998463102501316
GL349628	1343706	1343755	50	P450_g36.2_1	0.99692474192341
GL349628	1343757	1343806	50	P450_g36.2_2	0.997190235675969
GL349628	1343808	1343857	50	P450_g36.2_3	0.997684466981717
GL349628	1343859	1343908	50	P450_g36.2_4	0.997809542066838
GL349628	1343910	1343957	48	P450_g36.2_5	0.997864201697759
GL349628	1344056	1344115	60	P450_g36.4_1	0.99866161361188
GL349628	1344117	1344166	50	P450_g36.4_2	0.998353409804351
GL349628	1344168	1344228	61	P450_g36.4_3	0.998290306051758
GL349629	438286	438346	61	Control_g183.6_1	0.997235401549809
GL349629	438348	438397	50	Control_g183.6_2	0.997819779290377
GL349629	438399	438448	50	Control_g183.6_3	0.998286907148093
GL349629	438450	438511	62	Control_g183.6_4	0.998232330991208
GL349629	438640	438689	50	Control_g183.4_1	0.998486574202382
GL349629	438691	438740	50	Control_g183.4_2	0.998777203712774
GL349629	438742	438791	50	Control_g183.4_3	0.998643983655531
GL349629	438793	438820	28	Control_g183.4_4	0.998747648679777
GL349629	438896	438947	52	Control_g183.2_1	0.999001959313371
GL349629	438949	438998	50	Control_g183.2_2	0.999048376741719
GL349629	439000	439052	53	Control_g183.2_3	0.999032360282454
GL349629	439233	439284	52	Control_g183.3_1	0.990757021103904
GL349629	439286	439335	50	Control_g183.3_2	0.986001677326782
GL349629	439337	439390	54	Control_g183.3_3	0.984845973145721
GL349629	440883	440938	56	Control_g183.7_1	0.998933339034901
GL349629	440940	440989	50	Control_g183.7_2	0.998881394216374
GL349629	440991	441040	50	Control_g183.7_3	0.998796662826982
GL349629	441042	441091	50	Control_g183.7_4	0.998796224724205
GL349629	441093	441142	50	Control_g183.7_5	0.999130978202788
GL349629	441144	441200	57	Control_g183.7_6	0.999285560092071
GL349629	441259	441315	57	Control_g183.5_1	0.998764926053607
GL349629	441317	441366	50	Control_g183.5_2	0.998651707814842
GL349629	441368	441417	50	Control_g183.5_3	0.998844042749432
GL349629	441419	441477	59	Control_g183.5_4	0.999265297916963
GL349629	441535	441584	50	Control_g183.1_1	0.999001793469469
GL349629	441586	441618	33	Control_g183.1_2	0.998941715803071
GL349629	441700	441749	50	Control_g183.8_1	0.998972947165388
GL349629	441751	441800	50	Control_g183.8_2	0.999032491680496
GL349629	441802	441851	50	Control_g183.8_3	0.999094848732645
GL349629	441853	441902	50	Control_g183.8_4	0.999069476426418
GL349629	441904	441953	50	Control_g183.8_5	0.998843455835239
GL349629	441955	442004	50	Control_g183.8_6	0.998445535775565
GL349629	442006	442055	50	Control_g183.8_7	0.998548622912136
GL349629	442057	442106	50	Control_g183.8_8	0.998532107041455
GL349629	442108	442157	50	Control_g183.8_9	0.99835343519269
GL349629	442159	442208	50	Control_g183.8_10	0.998335790401119
GL349629	442210	442259	50	Control_g183.8_11	0.998086858923297
GL349629	442261	442310	50	Control_g183.8_12	0.99794538779928
GL349629	442312	442361	50	Control_g183.8_13	0.998081962124956
GL349629	442363	442412	50	Control_g183.8_14	0.99835244112353
GL349629	442414	442463	50	Control_g183.8_15	0.998441610491635
GL349629	442465	442514	50	Control_g183.8_16	0.998190106476928
GL349629	442516	442558	43	Control_g183.8_17	0.998485323051494
GL349629	1799426	1799484	59	Control_g181.1_1	0.998895204410491
GL349629	1799486	1799535	50	Control_g181.1_2	0.998858389628095
GL349629	1799537	1799586	50	Control_g181.1_3	0.998708302590194
GL349629	1799588	1799637	50	Control_g181.1_4	0.998831368879723
GL349629	1799639	1799688	50	Control_g181.1_5	0.998909189392648
GL349629	1799690	1799739	50	Control_g181.1_6	0.998900894212639
GL349629	1799741	1799790	50	Control_g181.1_7	0.998786095675126
GL349629	1799792	1799841	50	Control_g181.1_8	0.99867505244784
GL349629	1799843	1799892	50	Control_g181.1_9	0.998634443914602
GL349629	1799894	1799953	60	Control_g181.1_10	0.998831977920936
GL349630	904151	904210	60	Gr_g30.4	0.996877620985114
GL349630	904395	904444	50	Gr_g30.2_1	0.998786447652687
GL349630	904446	904484	39	Gr_g30.2_2	0.998474912101505
GL349630	904722	904790	69	Gr_g30.3	0.99763261745156
GL349630	905348	905404	57	Gr_g30.1_1	0.998872537635812
GL349630	905406	905455	50	Gr_g30.1_2	0.998840854837746
GL349630	905457	905506	50	Gr_g30.1_3	0.998853047455997
GL349630	905508	905557	50	Gr_g30.1_4	0.999009860430376
GL349630	905559	905608	50	Gr_g30.1_5	0.998936628138728
GL349630	905610	905659	50	Gr_g30.1_6	0.998735211876969
GL349630	905661	905710	50	Gr_g30.1_7	0.998650884273035
GL349630	905712	905761	50	Gr_g30.1_8	0.998747916438731
GL349630	905763	905812	50	Gr_g30.1_9	0.9987613626683
GL349630	905814	905863	50	Gr_g30.1_10	0.998354390791917
GL349630	905865	905914	50	Gr_g30.1_11	0.998494288648325
GL349630	905916	905965	50	Gr_g30.1_12	0.9988393584291
GL349630	905967	906016	50	Gr_g30.1_13	0.99888517023989
GL349630	906018	906067	50	Gr_g30.1_14	0.998883030092696
GL349630	906069	906118	50	Gr_g30.1_15	0.998824892626663
GL349630	906120	906169	50	Gr_g30.1_16	0.998548670210253
GL349630	906171	906220	50	Gr_g30.1_17	0.998533610418505
GL349630	906222	906271	50	Gr_g30.1_18	0.998792499820443
GL349630	906273	906331	59	Gr_g30.1_19	0.998531919425996
GL349630	907645	907695	51	PMT_243	0.997402723313273
GL349632	313834	313883	50	Control_g180.4_1	0.998329534139937
GL349632	313885	313934	50	Control_g180.4_2	0.998264973064328
GL349632	313936	313985	50	Control_g180.4_3	0.997839304848005
GL349632	313987	314012	26	Control_g180.4_4	0.997969366242124
GL349632	314646	314695	50	Control_g180.3_1	0.997065709824033
GL349632	314697	314746	50	Control_g180.3_2	0.996369544248964
GL349632	314748	314780	33	Control_g180.3_3	0.99636639166534
GL349632	314931	314992	62	Control_g180.2_1	0.998212278248478
GL349632	314994	315056	63	Control_g180.2_2	0.998266527687722
GL349632	315685	315734	50	Control_g180.1_1	0.998169669519763
GL349632	315736	315772	37	Control_g180.1_2	0.998409852468666
GL349632	1182640	1182690	51	PMT_590	0.965134907918851
GL349632	1182742	1182792	51	PMT_591	0.981204527823107
GL349632	1183125	1183175	51	PMT_592	0.963640950820366
GL349632	1183699	1183749	51	PMT_593	0.994659527784994
GL349632	1184581	1184631	51	PMT_594	0.954194468145382
GL349632	1185238	1185288	51	PMT_596	0.976730153048765
GL349632	1185346	1185395	50	Or_g65.1_1	0.970148750968912
GL349632	1185397	1185446	50	Or_g65.1_2	0.969643108497914
GL349632	1185448	1185497	50	Or_g65.1_3	0.971032590651458
GL349632	1185499	1185548	50	Or_g65.1_4	0.970507249996869
GL349632	1185550	1185599	50	Or_g65.1_5	0.963238049757074
GL349632	1186918	1186967	50	Or_g65.5_1	0.983463346174018
GL349632	1186969	1187005	37	Or_g65.5_2	0.980874667268151
GL349632	1191315	1191376	62	Or_g65.3_1	0.965392335439304
GL349632	1191378	1191440	63	Or_g65.3_2	0.956631622701911
GL349632	1193353	1193418	66	Or_g65.6	0.991216421818518
GL349632	1204905	1204954	50	Or_g61.6_1	0.965463662578789
GL349632	1204956	1204982	27	Or_g61.6_2	0.974585020841992
GL349632	1205501	1205553	53	Or_g61.2_1	0.994509423647877
GL349632	1205555	1205604	50	Or_g61.2_2	0.994069555892519
GL349632	1205606	1205660	55	Or_g61.2_3	0.99096741157515
GL349632	1210547	1210596	50	Or_g61.4_1	0.962199341306859
GL349632	1210598	1210646	49	Or_g61.4_2	0.959263894049047
GL349632	1211622	1211671	50	Or_g61.5_1	0.978981810090416
GL349632	1211673	1211718	46	Or_g61.5_2	0.97795568720756
GL349633	443802	443854	53	Or_g64.2_1	0.978494750610078
GL349633	443856	443905	50	Or_g64.2_2	0.975414725043773
GL349633	443907	443960	54	Or_g64.2_3	0.980630352951027
GL349633	506867	506916	50	Or_g63.1_1	0.993652995995257
GL349633	507122	507171	50	Or_g63.1_6	0.962565267730636
GL349633	507173	507222	50	Or_g63.1_7	0.960371789814661
GL349633	507224	507273	50	Or_g63.1_8	0.950577645780559
GL349633	507581	507608	28	Or_g63.1_15	0.985049436000894
GL349633	508484	508520	37	Or_g63.5_2	0.985693238525584
GL349633	511184	511233	50	Or_g63.4_1	0.953314890674491
GL349633	511235	511283	49	Or_g63.4_2	0.956448201047901
GL349633	512468	512521	54	Or_g63.2_3	0.983556702900866
GL349633	513707	513772	66	Or_g63.6	0.979021419239597
GL349633	557337	557386	50	Or_g62.1_5	0.968258076207545
GL349633	557388	557437	50	Or_g62.1_6	0.977744051359383
GL349633	557439	557488	50	Or_g62.1_7	0.978416958446007
GL349633	557490	557539	50	Or_g62.1_8	0.970038890477379
GL349633	557541	557590	50	Or_g62.1_9	0.971530938032991
GL349633	557592	557641	50	Or_g62.1_10	0.984004751767112
GL349633	557643	557692	50	Or_g62.1_11	0.982361136464722
GL349633	557694	557743	50	Or_g62.1_12	0.977240039374422
GL349633	557745	557794	50	Or_g62.1_13	0.97342636052599
GL349633	557796	557845	50	Or_g62.1_14	0.963079901976871
GL349633	557847	557875	29	Or_g62.1_15	0.957575928654752
GL349633	561657	561706	50	Or_g62.5_1	0.97956337713377
GL349633	561708	561744	37	Or_g62.5_2	0.974278366423845
GL349633	563719	563768	50	Or_g62.4_1	0.966815525869974
GL349633	563770	563818	49	Or_g62.4_2	0.957507772967811
GL349633	566929	566985	57	Or_g62.6	0.972797691984994
GL349633	1252187	1252244	58	P450_g28.4_1	0.997271158100241
GL349633	1252246	1252295	50	P450_g28.4_2	0.994044868392241
GL349633	1252297	1252346	50	P450_g28.4_3	0.991638229180127
GL349633	1252348	1252407	60	P450_g28.4_4	0.991470535096393
GL349633	1252675	1252724	50	P450_g28.5_1	0.989809487611736
GL349633	1252726	1252775	50	P450_g28.5_2	0.985260118773164
GL349633	1252777	1252826	50	P450_g28.5_3	0.992308304231771
GL349633	1252828	1252869	42	P450_g28.5_4	0.997096449604056
GL349634	1612268	1612317	50	IR_g1.2_1	0.998699677991415
GL349634	1612319	1612368	50	IR_g1.2_2	0.998877734243525
GL349634	1612370	1612419	50	IR_g1.2_3	0.99886731053802
GL349634	1612421	1612470	50	IR_g1.2_4	0.998731720092418
GL349634	1612472	1612521	50	IR_g1.2_5	0.998658904534819
GL349634	1612523	1612572	50	IR_g1.2_6	0.998555278358105
GL349634	1612574	1612615	42	IR_g1.2_7	0.998422647782122
GL349634	1613781	1613830	50	IR_g1.1_1	0.998809635407643
GL349634	1613832	1613881	50	IR_g1.1_2	0.998804237241824
GL349634	1613883	1613932	50	IR_g1.1_3	0.998620862074751
GL349634	1613934	1613983	50	IR_g1.1_4	0.998439995473383
GL349634	1613985	1614034	50	IR_g1.1_5	0.998643298041483
GL349634	1614036	1614085	50	IR_g1.1_6	0.998621350240217
