""	"Cytisus"	"Lathyrus"	"L.corn."	"L.ped."	"Medicago"	"Ononis"	"Pisum"	"Trifolium"	"MeanDecreaseAccuracy"	"MeanDecreaseGini"
"PMT_260_1_1"	"0.0363"	"2e-04"	"0.0039"	"0.001"	"0.0019"	"3e-04"	"0.0015"	"9e-04"	"0.0031"	"0.4222"
"Gr_g31_1_9"	"0.0016"	"0.001"	"0.0018"	"0.0014"	"0.0023"	"0.016"	"0.0034"	"0.0017"	"0.0034"	"0.4163"
"PMT_257_1_1"	"0.0336"	"1e-04"	"0.0046"	"0.0019"	"0.003"	"5e-04"	"-2e-04"	"0.0014"	"0.0033"	"0.4065"
"PMT_259_1_1"	"0.0372"	"1e-04"	"0.0033"	"8e-04"	"0.0016"	"3e-04"	"0.0012"	"0.001"	"0.003"	"0.3812"
"PMT_258_1_1"	"0.0357"	"0"	"0.0036"	"0.0012"	"0.0011"	"4e-04"	"0.0012"	"8e-04"	"0.0028"	"0.381"
"Control_g155_2_10"	"0.0013"	"1e-04"	"0.0015"	"0.0011"	"0.0037"	"0.001"	"0.0021"	"0.0148"	"0.0041"	"0.3806"
"PMT_501_1_1"	"0.0025"	"4e-04"	"0.0016"	"0.0018"	"0.0024"	"0.0162"	"0.0019"	"0.0016"	"0.0034"	"0.3707"
"Control_g188_9_4"	"0.0319"	"3e-04"	"-1e-04"	"3e-04"	"0.0056"	"0.0035"	"0.0047"	"0.0026"	"0.004"	"0.3631"
"PMT_502_1_1"	"0.0016"	"4e-04"	"0.0028"	"9e-04"	"0.0022"	"0.0164"	"0.003"	"0.0015"	"0.0033"	"0.3542"
"PMT_500_1_1"	"0.0021"	"3e-04"	"0.0016"	"0.0015"	"0.0024"	"0.0164"	"0.0011"	"0.0016"	"0.0032"	"0.3512"
"PMT_249_1_1"	"0.0015"	"5e-04"	"0.002"	"0.0016"	"0.0024"	"0.0135"	"0.0019"	"0.0012"	"0.0029"	"0.3482"
"PMT_377_1_1"	"0.0014"	"2e-04"	"7e-04"	"0.0087"	"0.0034"	"2e-04"	"0.0023"	"0.0034"	"0.003"	"0.3381"
"Gr_g33_3_2"	"0.0244"	"1e-04"	"0.0052"	"-7e-04"	"0.0023"	"4e-04"	"3e-04"	"0.0013"	"0.0024"	"0.3331"
"PMT_499_1_1"	"0.0015"	"6e-04"	"0.0013"	"0.0013"	"0.002"	"0.0141"	"0.0018"	"0.0012"	"0.0028"	"0.3293"
"PMT_401_1_1"	"0.004"	"0"	"0.0027"	"-8e-04"	"0.0038"	"-4e-04"	"0.0011"	"0.0062"	"0.0024"	"0.3146"
"Control_g133_3_3"	"-0.0025"	"0"	"0.0044"	"7e-04"	"0.0089"	"0"	"0.0075"	"0.0044"	"0.004"	"0.3102"
"Control_g72_2_1"	"0"	"0.0092"	"-8e-04"	"0.0012"	"0.0012"	"9e-04"	"0.0047"	"0.0028"	"0.0023"	"0.2993"
"PMT_256_1_1"	"0.0325"	"0"	"0.001"	"0.0015"	"0.0021"	"4e-04"	"0"	"0.0011"	"0.0026"	"0.2788"
"PMT_398_1_1"	"0.0052"	"-1e-04"	"0.0036"	"1e-04"	"0.0041"	"-3e-04"	"-4e-04"	"0.0061"	"0.0026"	"0.2655"
"PMT_397_1_1"	"0.0056"	"0"	"0.0028"	"1e-04"	"0.0051"	"0"	"-4e-04"	"0.0054"	"0.0026"	"0.2629"
"P450_g24_1_9"	"0.0356"	"0"	"5e-04"	"9e-04"	"9e-04"	"1e-04"	"0.0014"	"5e-04"	"0.0023"	"0.2595"
"Gr_g50_3_1"	"0.0323"	"0"	"0.001"	"5e-04"	"-3e-04"	"2e-04"	"0.0011"	"4e-04"	"0.0018"	"0.2474"
"PMT_396_1_1"	"0.0053"	"0"	"0.0032"	"-7e-04"	"0.0045"	"-3e-04"	"-2e-04"	"0.0047"	"0.0023"	"0.2418"
"PMT_400_1_1"	"0.0044"	"0"	"0.0025"	"-2e-04"	"0.0034"	"-4e-04"	"-0.001"	"0.0052"	"0.0021"	"0.2405"
"PMT_399_1_1"	"0.005"	"0"	"0.0025"	"-7e-04"	"0.0041"	"-1e-04"	"-9e-04"	"0.006"	"0.0023"	"0.2376"
"IR_g8_1_12"	"0.0016"	"0"	"-2e-04"	"0.0046"	"0.0045"	"0.0011"	"0.0059"	"0"	"0.0025"	"0.2337"
"PMT_395_1_1"	"0.0049"	"1e-04"	"0.0021"	"1e-04"	"0.0037"	"-4e-04"	"0"	"0.0046"	"0.0021"	"0.2195"
"PMT_299_1_1"	"0.0256"	"0"	"7e-04"	"9e-04"	"-3e-04"	"2e-04"	"0.001"	"7e-04"	"0.0015"	"0.217"
"Or_g49_1_4"	"0.0012"	"0.0115"	"0.0013"	"0.0014"	"0.0011"	"0.0011"	"0.0016"	"0.0012"	"0.0023"	"0.2152"
"PS_g2_2_3"	"-0.0011"	"7e-04"	"0.0025"	"0.0014"	"0.0011"	"0"	"0.0016"	"0.0044"	"0.0017"	"0.2051"
"PMT_301_1_1"	"0.0217"	"0"	"6e-04"	"0.0011"	"-4e-04"	"3e-04"	"0.0012"	"5e-04"	"0.0013"	"0.204"
"PMT_132_1_1"	"0.0011"	"0"	"6e-04"	"0.0065"	"0.0014"	"4e-04"	"9e-04"	"5e-04"	"0.0017"	"0.1905"
"PMT_229_1_1"	"3e-04"	"1e-04"	"7e-04"	"5e-04"	"8e-04"	"1e-04"	"0.0011"	"0.0038"	"0.0011"	"0.1653"
"PMT_648_1_8"	"0.0011"	"0.0074"	"0.0018"	"3e-04"	"0.003"	"9e-04"	"0.0027"	"0.0018"	"0.0024"	"0.1648"
"PMT_129_1_1"	"4e-04"	"0"	"7e-04"	"0.0057"	"0.0011"	"3e-04"	"0.0012"	"7e-04"	"0.0015"	"0.1626"
"PMT_130_1_1"	"7e-04"	"0"	"4e-04"	"0.0048"	"0.0013"	"0"	"0.001"	"7e-04"	"0.0013"	"0.1612"
"Gr_g35_1_1"	"4e-04"	"3e-04"	"0.0043"	"4e-04"	"0.001"	"3e-04"	"4e-04"	"3e-04"	"9e-04"	"0.1597"
"PMT_131_1_1"	"9e-04"	"1e-04"	"5e-04"	"0.0046"	"9e-04"	"1e-04"	"8e-04"	"7e-04"	"0.0011"	"0.1543"
"PMT_621_1_1"	"0.001"	"0"	"-4e-04"	"-4e-04"	"0.0011"	"3e-04"	"0.0029"	"0.0033"	"0.0011"	"0.1525"
"Gr_g77_4_1"	"6e-04"	"2e-04"	"0.0011"	"0.0048"	"8e-04"	"3e-04"	"9e-04"	"6e-04"	"0.0013"	"0.1502"
"PMT_586_1_1"	"0.0011"	"0.0053"	"0.0017"	"-1e-04"	"4e-04"	"-3e-04"	"6e-04"	"5e-04"	"0.001"	"0.1492"
"PMT_343_1_1"	"0.0126"	"0"	"1e-04"	"3e-04"	"5e-04"	"0"	"5e-04"	"1e-04"	"9e-04"	"0.1441"
"PMT_133_1_1"	"2e-04"	"1e-04"	"6e-04"	"0.0049"	"0.0012"	"0"	"0.0012"	"3e-04"	"0.0012"	"0.1421"
"PMT_128_1_1"	"0.0011"	"0"	"5e-04"	"0.005"	"0.0012"	"2e-04"	"4e-04"	"5e-04"	"0.0013"	"0.1393"
"Or_g8_1_13"	"0.001"	"0.0015"	"6e-04"	"6e-04"	"-5e-04"	"6e-04"	"0.0012"	"0.0018"	"7e-04"	"0.1329"
"PMT_253_1_3"	"8e-04"	"0"	"0.0018"	"1e-04"	"0.0014"	"7e-04"	"5e-04"	"9e-04"	"8e-04"	"0.1295"
"PMT_228_1_1"	"5e-04"	"1e-04"	"6e-04"	"3e-04"	"7e-04"	"0"	"0.0012"	"0.0029"	"9e-04"	"0.1282"
"PMT_134_1_1"	"4e-04"	"1e-04"	"-0.001"	"0.004"	"0.0013"	"3e-04"	"0.0011"	"5e-04"	"0.001"	"0.1277"
"PMT_559_1_1"	"2e-04"	"0"	"1e-04"	"6e-04"	"5e-04"	"0"	"7e-04"	"0.0024"	"7e-04"	"0.1265"
"P450_g29_3_2"	"8e-04"	"0.001"	"5e-04"	"7e-04"	"0.0015"	"2e-04"	"0.0014"	"0.001"	"0.001"	"0.1223"
"PMT_629_1_1"	"8e-04"	"-1e-04"	"-3e-04"	"-2e-04"	"1e-04"	"0"	"0.0045"	"0.0021"	"7e-04"	"0.1201"
"PMT_342_1_1"	"0.0105"	"0"	"1e-04"	"2e-04"	"3e-04"	"1e-04"	"3e-04"	"2e-04"	"7e-04"	"0.1191"
"P450_g47_1_11"	"1e-04"	"0.0041"	"8e-04"	"8e-04"	"7e-04"	"7e-04"	"0.001"	"6e-04"	"0.0011"	"0.1187"
"PMT_340_1_1"	"0.0086"	"0"	"2e-04"	"2e-04"	"4e-04"	"0"	"2e-04"	"1e-04"	"6e-04"	"0.1137"
"Gr_g71_4_2"	"0.0091"	"0"	"2e-04"	"2e-04"	"8e-04"	"1e-04"	"-7e-04"	"1e-04"	"7e-04"	"0.1131"
"Control_g203_14_7"	"0.0035"	"2e-04"	"-6e-04"	"1e-04"	"0.0018"	"2e-04"	"0.0012"	"-7e-04"	"6e-04"	"0.113"
"PMT_341_1_1"	"0.0113"	"0"	"1e-04"	"1e-04"	"4e-04"	"2e-04"	"4e-04"	"1e-04"	"8e-04"	"0.1125"
"PMT_344_1_1"	"0.01"	"0"	"2e-04"	"2e-04"	"3e-04"	"0"	"1e-04"	"2e-04"	"7e-04"	"0.1114"
"Control_g73_5_2"	"1e-04"	"0.0037"	"9e-04"	"6e-04"	"5e-04"	"7e-04"	"0.001"	"5e-04"	"9e-04"	"0.1078"
"PMT_345_1_1"	"0.0095"	"0"	"3e-04"	"1e-04"	"2e-04"	"0"	"3e-04"	"2e-04"	"6e-04"	"0.103"
"P450_g68_2_1"	"0"	"0"	"3e-04"	"1e-04"	"4e-04"	"0.0011"	"2e-04"	"3e-04"	"3e-04"	"0.0932"
"P450_g58_2_3"	"4e-04"	"0"	"4e-04"	"3e-04"	"4e-04"	"0.0014"	"4e-04"	"2e-04"	"4e-04"	"0.0918"
"Control_g14_11_3"	"9e-04"	"0.0029"	"5e-04"	"5e-04"	"7e-04"	"4e-04"	"4e-04"	"-5e-04"	"7e-04"	"0.0897"
"Gr_g8_2_2"	"3e-04"	"1e-04"	"5e-04"	"3e-04"	"0.0012"	"0.0011"	"4e-04"	"-4e-04"	"5e-04"	"0.0885"
"Gr_g64_1_1"	"2e-04"	"0"	"-3e-04"	"-1e-04"	"3e-04"	"0"	"-9e-04"	"-5e-04"	"-1e-04"	"0.0748"
"PMT_254_1_1"	"0"	"0"	"0.0016"	"1e-04"	"2e-04"	"1e-04"	"1e-04"	"1e-04"	"2e-04"	"0.0745"
"Or_g26_4_1"	"0"	"0"	"0"	"0"	"3e-04"	"1e-04"	"0"	"0"	"1e-04"	"0.0715"
"Gr_g75_2_1"	"3e-04"	"0"	"-3e-04"	"7e-04"	"-2e-04"	"1e-04"	"7e-04"	"3e-04"	"2e-04"	"0.0673"
"P450_g17_4_1"	"0"	"0"	"0"	"1e-04"	"3e-04"	"0"	"-9e-04"	"2e-04"	"1e-04"	"0.0669"
"PMT_647_1_1"	"0"	"0"	"1e-04"	"0"	"-7e-04"	"1e-04"	"2e-04"	"3e-04"	"-1e-04"	"0.0663"
"PMT_270_1_1"	"0"	"0"	"4e-04"	"0"	"-4e-04"	"2e-04"	"0.0013"	"8e-04"	"2e-04"	"0.063"
"Gr_g68_1_7"	"1e-04"	"0"	"0"	"1e-04"	"1e-04"	"0"	"0.0017"	"0"	"2e-04"	"0.0624"
"PMT_319_1_1"	"0"	"0"	"6e-04"	"0"	"-2e-04"	"0"	"2e-04"	"1e-04"	"1e-04"	"0.0576"
"PMT_278_1_1"	"3e-04"	"0"	"2e-04"	"3e-04"	"-1e-04"	"1e-04"	"8e-04"	"4e-04"	"2e-04"	"0.0573"
"Control_g161_6_3"	"4e-04"	"3e-04"	"-1e-04"	"-2e-04"	"0"	"3e-04"	"0.0026"	"-5e-04"	"2e-04"	"0.0562"
"OBP_g3_5_1"	"2e-04"	"1e-04"	"1e-04"	"3e-04"	"5e-04"	"0"	"7e-04"	"2e-04"	"3e-04"	"0.0542"
"PMT_516_1_1"	"2e-04"	"0"	"-1e-04"	"3e-04"	"-4e-04"	"-1e-04"	"8e-04"	"-6e-04"	"-1e-04"	"0.0505"
"PMT_631_1_1"	"0"	"0"	"1e-04"	"-1e-04"	"3e-04"	"1e-04"	"1e-04"	"1e-04"	"1e-04"	"0.0486"
"Gr_g38_1_3"	"-3e-04"	"0"	"1e-04"	"0.001"	"-1e-04"	"0"	"1e-04"	"2e-04"	"1e-04"	"0.0482"
"PMT_518_1_1"	"1e-04"	"0"	"-3e-04"	"5e-04"	"-6e-04"	"0"	"3e-04"	"-7e-04"	"-2e-04"	"0.0481"
"Gr_g43_3_2"	"0.0012"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"1e-04"	"0.045"
"PMT_280_1_1"	"3e-04"	"1e-04"	"-1e-04"	"2e-04"	"-1e-04"	"-2e-04"	"3e-04"	"3e-04"	"1e-04"	"0.0447"
"Or_g9_3_1"	"1e-04"	"3e-04"	"3e-04"	"1e-04"	"3e-04"	"2e-04"	"5e-04"	"-4e-04"	"2e-04"	"0.0423"
"PMT_517_1_1"	"4e-04"	"0"	"0"	"3e-04"	"-8e-04"	"-3e-04"	"3e-04"	"1e-04"	"-1e-04"	"0.0402"
"PMT_515_1_1"	"4e-04"	"0"	"2e-04"	"3e-04"	"-3e-04"	"-1e-04"	"3e-04"	"-2e-04"	"0"	"0.0396"
"PMT_293_1_1"	"0.001"	"0"	"0"	"-2e-04"	"2e-04"	"0"	"2e-04"	"1e-04"	"1e-04"	"0.0379"
"Or_g56_1_1"	"0"	"0"	"0"	"1e-04"	"-2e-04"	"0"	"1e-04"	"0"	"0"	"0.0372"
"PMT_521_1_1"	"0"	"0"	"2e-04"	"0"	"0"	"0"	"1e-04"	"1e-04"	"0"	"0.0356"
"Gr_g70_4_1"	"0"	"0"	"1e-04"	"0"	"1e-04"	"0"	"0"	"1e-04"	"0"	"0.0342"
"Control_g88_1_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0322"
"PMT_247_1_2"	"1e-04"	"0"	"3e-04"	"0"	"1e-04"	"3e-04"	"1e-04"	"0"	"1e-04"	"0.0321"
"PMT_244_1_1"	"2e-04"	"1e-04"	"0"	"0"	"1e-04"	"1e-04"	"0"	"1e-04"	"1e-04"	"0.0282"
"PMT_261_1_1"	"0"	"1e-04"	"1e-04"	"1e-04"	"1e-04"	"0"	"6e-04"	"-1e-04"	"1e-04"	"0.0277"
"PMT_262_1_1"	"2e-04"	"0"	"0"	"1e-04"	"3e-04"	"0"	"3e-04"	"-1e-04"	"1e-04"	"0.0271"
"Control_g105_4_2"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"0"	"1e-04"	"0"	"0.0271"
"Or_g39_2_3"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"1e-04"	"2e-04"	"1e-04"	"0.0264"
"PMT_540_1_1"	"0"	"1e-04"	"1e-04"	"0"	"-1e-04"	"0"	"3e-04"	"-1e-04"	"0"	"0.0259"
"Control_g163_2_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0232"
"PMT_245_1_1"	"0"	"0"	"1e-04"	"1e-04"	"0"	"3e-04"	"0"	"0"	"1e-04"	"0.0219"
"Control_g171_5_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3e-04"	"1e-04"	"0.0212"
"PMT_263_1_1"	"0"	"0"	"0"	"1e-04"	"1e-04"	"0"	"3e-04"	"0"	"1e-04"	"0.0211"
"PMT_385_1_1"	"0"	"0"	"0"	"0"	"1e-04"	"1e-04"	"0"	"0"	"0"	"0.0199"
"PMT_535_1_1"	"0"	"0"	"1e-04"	"-1e-04"	"-1e-04"	"0"	"4e-04"	"-1e-04"	"0"	"0.0199"
"Control_g162_10_14"	"0"	"0"	"0"	"-1e-04"	"0"	"0"	"0"	"-1e-04"	"0"	"0.0197"
"Gr_g72_1_10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0194"
"Or_g42_2_1"	"0"	"0"	"0"	"-1e-04"	"0"	"0"	"2e-04"	"-1e-04"	"0"	"0.0191"
"PMT_387_1_1"	"0"	"0"	"0"	"0"	"0"	"2e-04"	"1e-04"	"0"	"0"	"0.0185"
"Or_g43_3_1"	"2e-04"	"0"	"0"	"0"	"-1e-04"	"0"	"1e-04"	"-1e-04"	"0"	"0.0177"
"PMT_537_1_1"	"0"	"0"	"1e-04"	"0"	"-1e-04"	"0"	"1e-04"	"-1e-04"	"0"	"0.0175"
"PMT_125_1_1"	"0"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"0"	"0.0174"
"Control_g63_3_1"	"0"	"1e-04"	"0"	"0"	"1e-04"	"1e-04"	"0"	"0"	"0"	"0.0172"
"PMT_541_1_1"	"0"	"0"	"2e-04"	"0"	"-1e-04"	"0"	"0"	"-1e-04"	"0"	"0.0171"
"Or_g24_1_14"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"0"	"0"	"0.0169"
